,,,,,, ,,Language,Q1_0,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q9,Q10,Q10_other,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q13,Q13_other,Q14,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q16_11,Q16_12,Q16_13,Q16_14,Q16_15,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q18_11,Q19,Q20,Q21,Q22,Q23,Q24,Q24_other,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q25_12,Q25_13,Q25_14,Q25_15,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q26_10,Q26_11,Q26_12,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q27_11,Q28,Q29,Q30_0,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10,Q30_11,Q30_12,Q30_13,Q30_14,Q30_15,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q31_7,Q31_8,Q31_9,Q31_10,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q32_9,Q32_10,Q32_11,Q33_1,Q33_2,Q33_3,Q33_4,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q37,Q38_1,Q38_2,Q38_3,Q39,Q40_0,Q40_1,Q40_2,Q40_3,Q40_4,Q41,Q43,Q44,Q45,Q46,Q47,Q48,Q48_other,Q49_0,Q49_1,Q49_2,Q49_3,Q49_4,Q49_5,Q50_0,Q50_1,Q50_2,Q50_3,Q50_4,Q50_5,Q51,Q52_1,Q52_2,Q52_3,Q52_4,Q52_5,Q52_6,Q52_7,Q52_8,Q52_9,Q52_10,Q52_11,Q52_12,Q52_13,Q52_14,Q52_15,Q53_1,Q53_2,Q53_3,Q53_4,Q53_5,Q53_6,Q53_7,Q53_8,Q53_9,Q53_10,Q53_11,Q53_12,Q53_13,Q53_14,Q53_15,Q54,Q55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,07:53,118066386958,446360289,2022-06-29 07:23:07,2022-06-29 07:31:00,,0,en,,1,2,,,,,2,5,3,4,4,2,3,2,4,1,2,1,1,1,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,5,,7,8,9,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,5,5,4,,,1,2,3,4,,,1,,3,,,4,,,,,,,,,,,,,,,,,,3,4,5,6,,,,,11,,13,14,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,02:23,118066381960,446360289,2022-06-29 07:15:06,2022-06-29 07:17:29,,0,en,,1,,,4,,,4,5,2,4,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,13:20,118066180550,446322559,2022-06-29 01:19:16,2022-06-29 06:32:36,,0,en,,1,2,3,4,5,,2,3,4,4,4,4,3,4,4,3,3,1,3,1,1,2,,1,2,3,4,5,6,,8,9,10,11,12,,5,2,,2,5,1,1,1,4,,6,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,21:26,118066341779,446360289,2022-06-29 06:04:45,2022-06-29 06:26:11,,0,en,,1,2,,4,5,,7,3,3,4,1,4,1,3,4,1,2,1,1,1,1,1,3,1,2,3,4,5,6,7,8,9,,11,,,3,3,,1,6,4,1,1,1,,2,,3,1,,,,,,6,,8,,10,,,13,14,,,,,4,,,,,,,,,,,,,,3,4,5,,,,,,,5,1,"Our bug bounties and hackathons focus on external tools, but get a lot of attention inside our large organisation. This helps us inspire our colleagues in development teams in the change towards a working culture based on the principles of open source. This change in mindset is one of the less tangible goals of our strategy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,5,5,1,3,4,3,6,6,2,2,3,4,2,2,2,6,2,4,1,1,3,"Considering open source is now part of our IT governance. It's not mandatory, but when open source is a viable option, the organisation will aim to select this solution.",0,,,,,2,7,6,7,7,4,0,We officially default to using our own projects under the EUPL. In practice we use the same licence as the underlying components.,,1,,,4,,,1,,,4,,2,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,government solutions,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,04:00,118066348491,446360289,2022-06-29 06:16:58,2022-06-29 06:20:58,,0,en,,1,,,,,,1,2,2,4,2,3,3,3,2,2,1,1,1,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,18:03,118066328957,446360289,2022-06-29 05:37:05,2022-06-29 05:55:08,,0,en,,1,2,3,,5,,1,1,4,4,4,4,3,4,2,1,1,1,1,1,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,07:13,118066327381,446360289,2022-06-29 05:37:25,2022-06-29 05:44:38,,0,en,,1,,,,,,3,2,1,4,3,1,1,1,2,1,1,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,7,5,10,,0,,,,,,,1,,,,,3,,,3,,,3,,,3,,,3,,,3,,,,,,,,8,,,,12,13,,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,17:26,118066319873,446322559,2022-06-28 22:24:54,2022-06-29 05:42:20,,0,en,,,,3,4,5,,2,7,4,5,4,4,4,3,4,1,1,1,1,1,3,1,3,,,,,,,7,,,10,,,,5,2,,1,4,6,6,6,6,,2,,2,2,1,2,,,,,,8,,,11,12,,,,,,,,5,,7,,,,,,13,,,,,3,,,6,,,,,11,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,6,2,6,2,4,4,6,6,6,6,6,2,2,6,3,6,1,1,1,1,,0,,,,,1,2,4,4,3,4,4,,,,,,4,,,,,3,,,4,,,,,,,,,,,,,,,,,,3,4,,6,,,,,11,,,,,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,03:26,118066287774,446360289,2022-06-29 04:28:29,2022-06-29 05:31:55,,0,en,,1,2,3,4,5,,2,1,4,4,1,4,3,3,4,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,05:19,118066319191,446360289,2022-06-29 05:24:43,2022-06-29 05:30:02,,0,en,,,,,4,,,5,2,5,5,5,5,5,5,5,3,3,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,4,7,5,10,,,1,2,,,,,1,2,,,,0,,,,,,,,,,,,,,,,,,,4,5,6,,,,,,,13,14,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,12:42,118066314414,446360289,2022-06-29 05:16:28,2022-06-29 05:29:10,,0,en,,1,2,,,,,4,2,3,5,4,2,3,5,3,3,3,2,1,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,,1,2,3,4,,,,8,,,,,13,,,,,3,,5,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,5,1,2,5,5,1,2,2,1,2,2,3,1,3,6,6,6,1,2,2,2,,0,,,,,3,8,6,3,5,5,10,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,3,,5,6,,,,,11,,13,14,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,21:52,118065580393,446360289,2022-06-28 12:01:30,2022-06-29 05:23:22,,0,en,,1,2,3,4,5,,7,1,4,3,4,4,4,4,4,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,10:48,118066307434,446360289,2022-06-29 05:05:28,2022-06-29 05:16:16,,0,en,,1,2,,4,5,,7,3,4,4,4,3,3,4,3,1,2,1,1,2,1,2,3,1,2,3,4,5,6,7,,,,,,,5,4,,1,6,6,6,6,6,,8,,1,3,,,3,,,6,,8,9,,,,13,,,,,3,4,5,,,,9,,,,,,,,2,3,,5,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,1,6,2,5,6,4,6,4,6,6,6,6,3,2,6,6,6,6,3,3,3,,0,,,,,1,5,5,7,7,4,1,,,1,,,4,,,1,2,,4,,3,,,,,,,,,,,,,,,,1,,,4,,,7,,9,,11,,,14,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,04:58,118066311796,446360289,2022-06-29 05:10:31,2022-06-29 05:15:29,,0,en,,1,,,,,,3,2,2,3,3,4,2,2,2,1,1,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,1,,,,2,,4,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,07:38,118066305589,446360289,2022-06-29 05:02:19,2022-06-29 05:09:57,,0,en,,1,2,3,4,5,,1,2,4,4,4,3,4,4,4,1,1,1,1,1,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,9,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,5,1,0,"Permissive Licenses, Viral Licenses, no open-core or modified licenses",,1,2,3,,,,1,2,3,4,,3,,,,,,,,,,,,,,,,1,,3,4,5,6,7,8,9,10,11,12,13,14,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,20:25,118066299775,446360289,2022-06-29 02:41:48,2022-06-29 05:02:13,,0,en,,1,2,3,,,,5,1,3,3,3,1,1,2,2,1,1,2,1,2,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,don't know,1,,,,2,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,04:40,118066302430,446360289,2022-06-29 04:56:06,2022-06-29 05:00:46,,0,en,,1,,,,,,5,1,1,4,4,1,1,1,1,1,1,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,7,8,9,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,5,4,9,,,,,,,5,,,,,,5,1,1,,,1,,,1,,,1,,,1,,,,,3,4,5,6,,,,,,,13,14,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,07:36,118066298823,446360289,2022-06-29 04:49:19,2022-06-29 04:56:55,,0,en,,1,,,4,,,2,4,2,1,3,1,1,2,1,2,2,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,7,,9,,Execs are not convinced of the merit of open source,1,,,,,3,,,,,,,,,12,13,,,,,,,,,,,,,1,6,6,1,4,2,6,6,5,6,6,6,6,6,6,6,2,2,6,2,4,2,2,2,,0,,,,,2,2,3,5,4,2,4,,,1,,,4,,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,51:05,118066114295,446360289,2022-06-28 23:01:00,2022-06-29 04:52:05,,0,en,,1,2,3,,5,,7,4,3,4,4,4,4,3,3,1,2,1,1,3,1,1,3,,2,,,,,7,,9,,11,,,5,7,,2,6,6,6,6,6,,9,,4,2,,2,,,,,,,,,11,12,,14,,,,,,,,7,,,,,,13,,,,2,,,,,7,,9,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,04:17,118066297567,446360289,2022-06-29 04:47:01,2022-06-29 04:51:18,,0,en,,1,,,4,,,2,1,4,3,4,2,2,3,3,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,8,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,4,4,4,,0,,,,,,,,,3,,,0,,,,,,,,,,,,,,,,,,,4,5,6,,,,,11,,,,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,05:57,118066296332,446360289,2022-06-29 04:44:49,2022-06-29 04:50:46,,0,en,,1,2,3,4,5,,1,5,4,4,4,4,4,4,4,1,1,1,1,1,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,5,,,,,4,5,5,5,5,3,5,5,5,6,5,5,5,5,5,5,5,5,5,5,1,1,1,1,,0,,,,,1,4,2,2,5,1,9,,,1,,3,,,,1,,3,,,4,,,,,,,,,,,,,,,,1,,3,4,5,6,,,,,,,,14,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,04:30,118066295361,446360289,2022-06-29 04:43:06,2022-06-29 04:47:36,,0,en,,1,,,,,,3,2,2,4,4,4,2,2,1,1,3,3,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,7,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,7,5,9,,,,2,,,,,1,2,,,,0,1,,,1,,,,,3,,,3,,,3,,,,,5,,,,,,,,,,,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,05:46,118066291176,446360289,2022-06-29 04:34:51,2022-06-29 04:40:37,,0,en,,1,2,,4,5,,2,3,3,4,4,4,2,4,4,1,1,1,1,1,1,1,2,,2,,,,,,,,,,,,3,2,,1,1,4,5,3,5,,2,,1,2,,,,,,,7,,,,,,,,,,,,,,,7,,,,,,,,,,,,,5,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,,,1,,,,1,4,4,2,1,3,2,,,,,3,,,,,,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,06:29,118066279777,446360289,2022-06-29 04:13:17,2022-06-29 04:19:46,,0,en,,1,2,3,4,5,,1,5,3,4,1,2,2,3,2,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,5,,7,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,5,4,1,,,,,,4,,,1,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Content/Media asset management and metadata management,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,08:53,118066277536,446360289,2022-06-29 04:09:02,2022-06-29 04:17:55,,0,en,,1,,,,,,2,2,2,2,3,1,1,1,1,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,5,5,10,,0,,,,,,0,,,,,,0,,,3,,,3,,,3,,,3,1,,,,,,,,,,,,,,,,14,,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,31:53,118066265661,446360289,2022-06-29 03:45:54,2022-06-29 04:17:47,,0,en,,,2,,,,,4,2,4,4,3,3,4,4,4,1,1,1,1,1,1,1,1,1,,,,,,,8,9,,,,,4,3,,2,3,5,3,4,4,,5,,3,3,,,,,,6,,,9,,,12,,,,1,2,,,,,,,,,,,,,,1,,3,4,,,,,,,,4,1,FLEXIBILITY AND AGILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,,,1,,,,1,5,4,3,4,1,4,,,1,,,,,,1,,,,,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,03:50,118066280075,446360289,2022-06-29 04:13:53,2022-06-29 04:17:43,,0,en,,1,,,,,,4,1,2,3,4,1,1,1,1,1,1,2,2,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,5,,7,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,08:03,118066258037,446360289,2022-06-29 03:00:41,2022-06-29 04:08:44,,0,en,,1,2,3,,,,7,4,4,4,4,2,4,2,3,1,2,2,2,2,2,2,,1,2,,,,6,7,,9,,11,,,1,2,,2,4,4,3,5,3,,9,,2,2,,2,,4,,,,8,,,,12,13,14,,1,,,,,,7,,,,,,13,,,,2,,,,,,,9,,11,4,1,"Definition of open source usage framework helped IT and Software Engineers to establish trust and confidence what they can use and how they should handle situations (PRs, bugs, licence, contribution, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,4,5,5,2,5,4,6,6,6,3,2,2,4,6,4,6,6,6,4,1,1,3,"There is no strict process or metric, but we added participation to the list of (optional) requirements and support with review/audit plus (if applicable) remediation.",,,2,,4,2,2,6,7,5,4,9,,,1,,3,,,,,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,14,,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,08:01,118066272436,446360289,2022-06-29 03:59:12,2022-06-29 04:07:13,,0,en,,1,2,3,4,5,,2,5,4,4,4,4,4,4,3,1,1,1,1,1,1,1,3,,,3,,,6,,,,,11,,,5,2,,4,5,5,6,5,5,,1,,3,4,,,,,,,,,,,,,,,Better product quality,,,,,,,,,,,,,,,User satisfaction,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
